range_bin,doppler_bin,power,threshold,range_m,velocity_mps
48,73,2.367440058781e-09,1.301746917950e-09,7045.1227630000,31.2283810417
47,73,2.275312293655e-09,1.309656867046e-09,6895.2265340000,31.2283810417
49,73,2.129058293263e-09,1.301762877761e-09,7195.0189920000,31.2283810417
46,73,1.918606833347e-09,1.321557011220e-09,6745.3303050000,31.2283810417
50,73,1.793495264650e-09,1.299203809322e-09,7344.9152210000,31.2283810417
45,73,1.438061511168e-09,1.300825100887e-09,6595.4340760000,31.2283810417
51,73,1.389161552277e-09,1.261515571207e-09,7494.8114500000,31.2283810417
48,72,1.344631075572e-09,1.286488974456e-09,7045.1227630000,27.3248334115
47,72,1.295363252910e-09,1.291862798787e-09,6895.2265340000,27.3248334115
42,88,4.329094655402e-10,2.892394005688e-10,6145.7453890000,89.7815954948
41,88,4.095125850059e-10,2.771479426360e-10,5995.8491600000,89.7815954948
